X,Y,Id,distance,angle,icon_url
10.465313549422,52.3190489716172,"0",0.000000000000000,44.093799398026100,./0.png
10.4655191909874,52.3196994392275,"0",100.000000000000000,278.230431252513085,./0.png
10.464575245597,52.3203419459012,"0",200.000000000000000,323.219967371731457,./0.png
10.4637208421603,52.3210726788816,"0",300.000000000000000,323.219967371731457,./0.png
10.4628664106838,52.3218034058018,"0",400.000000000000000,323.219967371731457,./0.png
10.4620119511658,52.322534126661,"0",500.000000000000000,323.219967371731457,./0.png
10.4611477892525,52.3232542968242,"0",600.000000000000000,323.236637561616988,./0.png
10.4603115727274,52.3239881828493,"0",700.000000000000000,323.219299749409970,./0.png
10.4602253274684,52.3247871664877,"0",800.000000000000000,17.962561035422691,./0.png
10.4607058490312,52.3256365201366,"0",900.000000000000000,17.962561035422691,./0.png
10.460819354423,52.3264929165214,"0",1000.000000000000000,346.606251339238497,./0.png
10.4616210305564,52.3271866389619,"0",1100.000000000000000,44.202598621522995,./0.png
10.4626650001828,52.3278182763017,"0",1200.000000000000000,44.202598621522995,./0.png
10.4637655330477,52.3283943700562,"0",1300.000000000000000,46.467277184781118,./0.png
10.4648494841142,52.3290002183341,"0",1400.000000000000000,46.467277184781118,./0.png
10.4661671751568,52.3292969934547,"0",1500.000000000000000,70.736675684060231,./0.png
10.4675121333376,52.3296119811819,"0",1600.000000000000000,25.996733988401367,./0.png
10.4687554621125,52.3299997026839,"0",1700.000000000000000,70.769801148409059,./0.png
10.4701504085127,52.3302784877603,"0",1800.000000000000000,70.769801148409059,./0.png
10.4715453721642,52.3305572562198,"0",1900.000000000000000,70.769801148409059,./0.png
10.472940353066,52.3308360080619,"0",2000.000000000000000,70.769801148409059,./0.png
10.4743353512172,52.331114743286,"0",2100.000000000000000,70.769801148409059,./0.png
10.4757303666169,52.3313934618918,"0",2200.000000000000000,70.769801148409059,./0.png
10.4771253992641,52.3316721638788,"0",2300.000000000000000,70.769801148409059,./0.png
10.478520449158,52.3319508492464,"0",2400.000000000000000,70.769801148409059,./0.png
10.4799155162976,52.3322295179942,"0",2500.000000000000000,70.769801148409059,./0.png
10.481310600682,52.3325081701216,"0",2600.000000000000000,70.769801148409059,./0.png
10.4827057023102,52.3327868056283,"0",2700.000000000000000,70.769801148409059,./0.png
10.4840955301627,52.3330368389643,"0",2800.000000000000000,119.818749276134170,./0.png
10.4854261577153,52.3326615870431,"0",2900.000000000000000,111.740440474035324,./0.png
10.4867777047369,52.3323115470484,"0",3000.000000000000000,111.740440474035324,./0.png
10.4881292301605,52.3319614917301,"0",3100.000000000000000,111.740440474035324,./0.png
10.4894719674465,52.3315990366664,"0",3200.000000000000000,112.790255965011212,./0.png
10.4908127524518,52.3312338399915,"0",3300.000000000000000,112.790255965011212,./0.png
10.4921538411957,52.3308847552632,"0",3400.000000000000000,66.266677185315018,./0.png
10.4935089587444,52.3312295085004,"0",3500.000000000000000,66.266677185315018,./0.png
10.4948640971098,52.3315742460125,"0",3600.000000000000000,66.266677185315018,./0.png
10.4962192562914,52.3319189677989,"0",3700.000000000000000,66.266677185315018,./0.png
10.4971515676978,52.3325692932293,"0",3800.000000000000000,30.790403184441736,./0.png
10.4979286363693,52.3333318291294,"0",3900.000000000000000,30.790403184441736,./0.png
10.498705731936,52.3340943596195,"0",4000.000000000000000,30.790403184441736,./0.png
10.4994828543994,52.3348568846991,"0",4100.000000000000000,30.790403184441736,./0.png
